RADZIHOVSKY, L,TONER, J
SIMONETTI, P,CARDY, JL
GRABERT, H,ANKERHOLD, J
GRABERT, H,MAK, CH
GRABERT, H,GOEPPERT, G
GRABERT, H,STOCKBURGER, J
GRABERT, H,PAUL, B
GRABERT, H,KASSUBEK, F
GRABERT, H,BECK, C
GRABERT, H,BUERKI, J
GRABERT, H,KOUTOUZA, A
GRABERT, H,SIANO, F
JOHANSEN, A,HUANG, Y
JOHANSEN, A,LEDOIT, O
JOHANSEN, A,HANSEN, AE
JOHANSEN, A,LEE, MW
LUKYANOV, S,BAZHANOV, V
LUKYANOV, S,ZAMOLODCHIKOV, A
LUKYANOV, S,FATEEV, V
LUKYANOV, S,BRAZHNIKOV, V
HUANG, Y,SAMMIS, CG
HUANG, Y,LEE, MW
SAMMIS, CG,BOWMAN, DD
SAMMIS, CG,OUILLON, G
SAMMIS, CG,SORNETTE, A
LEE, MW,KNOPOFF, L
KOUTOUZA, A,SIANO, F
BAUMGARTNER, A,EBERT, U
BAUMGARTNER, A,SCHAFER, L
DIOSI, L,KULACSY, K
DIOSI, L,LUKACS, B
DIOSI, L,RACZ, A
DIOSI, L,YU, T
DIOSI, L,GISIN, N
DIOSI, L,STRUNZ, WT
KULACSY, K,LUKACS, B
KULACSY, K,RACZ, A
LUKACS, B,RACZ, A
YU, T,GISIN, N
YU, T,STRUNZ, WT
GISIN, N,STRUNZ, WT
CHERTKOV, M,FALKOVICH, G
CHERTKOV, M,KOLOKOLOV, I
CHERTKOV, M,LEBEDEV, V
CHERTKOV, M,VEGRASSOLA, M
CHERTKOV, M,YAKHOT, V
FALKOVICH, G,KOLOKOLOV, I
FALKOVICH, G,LEBEDEV, V
FALKOVICH, G,MIGDAL, A
FALKOVICH, G,BALKOVSKY, E
KOLOKOLOV, I,LEBEDEV, V
KOLOKOLOV, I,MIGDAL, A
KOLOKOLOV, I,BALKOVSKY, E
KOLOKOLOV, I,VEGRASSOLA, M
KOLOKOLOV, I,STEPANOV, M
LEBEDEV, V,MIGDAL, A
LEBEDEV, V,BALKOVSKY, E
LEBEDEV, V,STEPANOV, M
LEBEDEV, V,FOUXON, A
BALKOVSKY, E,FOUXON, A
MATVEEV, V,SHROCK, R
SHROCK, R,GUTTMANN, AJ
SHROCK, R,FELDMANN, H
SHROCK, R,ROCEK, M
SHROCK, R,TSAI, SH
SHROCK, R,BIGGS, N
SHROCK, R,CHANG, S
GUTTMANN, AJ,JENSEN, I
GUTTMANN, AJ,CARDY, JL
GUTTMANN, AJ,ESSAM, JW
GUTTMANN, AJ,TANLAKISHANI, D
GUTTMANN, AJ,ENTING, IG
GUTTMANN, AJ,FELDMANN, H
GUTTMANN, AJ,TSAI, SH
GUTTMANN, AJ,BENNETTWOOD, D
GUTTMANN, AJ,GAUNT, DS
GUTTMANN, AJ,LEASK, JL
GUTTMANN, AJ,OWCZAREK, AL
GUTTMANN, AJ,WHITTINGTON, SG
GUTTMANN, AJ,WONG, LH
FELDMANN, H,TSAI, SH
FELDMANN, H,NAKHMEDOV, EP
FELDMANN, H,KUMRU, M
BOUCAUD, P,SIJS, AJVD
BERG, BA,HANSMANN, UHE
BERG, BA,MARKUM, H
BERG, BA,PULLIRSCH, R
HANSMANN, UHE,OKAMOTO, Y
HANSMANN, UHE,ALVES, NA
HANSMANN, UHE,FELICIO, JRDD
HANSMANN, UHE,FORCRAND, PD
HANSMANN, UHE,EISENMENGER, F
HANSMANN, UHE,KEMP, JP
HANSMANN, UHE,CHEN, ZY
HANSMANN, UHE,ONUCHIC, J
HANSMANN, UHE,ALVES, N
MARKUM, H,PULLIRSCH, R
COPELAND, EJ,GLEISER, M
COPELAND, EJ,MUELLER, HR
GLEISER, M,MUELLER, HR
GLEISER, M,HECKLER, AF
GLEISER, M,KOLB, EW
GLEISER, M,HAAS, R
GLEISER, M,BORRILL, J
GLEISER, M,BERERA, A
GLEISER, M,RAMOS, RO
GLEISER, M,SORNBORGER, A
GLEISER, M,GAGNE, CJ
HECKLER, AF,KOLB, EW
BERERA, A,RAMOS, RO
RAMOS, RO,BARCI, DG
RAMOS, RO,FRAGA, ES
ANDERSEN, JV,MULLER, J
ANDERSEN, JV,BRECHET, Y
ANDERSEN, JV,LEUNG, KT
ANDERSEN, JV,GLUZMAN, S
CARDY, JL,HOWARD, MJ
CARDY, JL,ENTING, IG
CARDY, JL,JANSSEN, HK
CARDY, JL,LEUNG, KT
CARDY, JL,SCHMITTMANN, B
CARDY, JL,BENNETTWOOD, D
CARDY, JL,OWCZAREK, AL
CARDY, JL,TAEUBER, UC
AWATA, H,MATSUO, Y
AWATA, H,ODAKE, S
AWATA, H,YAMAMOTO, T
MATSUO, Y,ODAKE, S
MATSUO, Y,YAMAMOTO, T
ODAKE, S,INAMI, T
YAMAMOTO, T,KURAMOTO, Y
YAMAMOTO, T,KATO, Y
YAMAMOTO, T,TSUCHIYA, O
YAMAMOTO, T,SAIGA, Y
YAMAMOTO, T,ARIKAWA, M
YAMAMOTO, T,AKUTSU, Y
YAMAMOTO, T,AKUTSU, N
INAMI, T,KONNO, H
INAMI, T,TSUKAHARA, H
MORITA, Y,OTSUKA, Y
MORITA, Y,ISHIBASHI, K
ALBEVERIO, S,FEI, S
ALBEVERIO, S,FEI, SM
ALBEVERIO, S,WANG, YP
ALBEVERIO, S,DABROWSKI, L
ALBEVERIO, S,KURASOV, P
FEI, S,DABROWSKI, L
FEI, SM,WANG, YP
FEI, SM,KURASOV, P
JOHN, V,VIET, NA
JOHN, V,WALI, KC
JOHN, V,JUNGMAN, G
JOHN, V,VAIDYA, S
JOHN, V,BIMONTE, G
JOHN, V,GUPTA, KS
VIET, NA,WALI, KC
JUNGMAN, G,VAIDYA, S
VAIDYA, S,BIMONTE, G
VAIDYA, S,GUPTA, KS
BIMONTE, G,GUPTA, KS
GAMBOA, J,ZANELLI, J
GAMBOA, J,RIVELLES, VO
ZANELLI, J,RIVELLES, VO
ROSENSTEIN, B,KUSHNIR, V
ROSENSTEIN, B,BARTOS, I
ROSENSTEIN, B,WU, CL
ROSENSTEIN, B,KOGAN, VG
ROSENSTEIN, B,KNIGAVKO, A
ROSENSTEIN, B,CHEN, YF
ROSENSTEIN, B,LEE, JC
ROSENSTEIN, B,YANG, TJ
MORRIS, TR,DATTANASIO, M
MORRIS, TR,TURNER, MD
MORRIS, TR,TIGHE, JF
ILINSKI, KN,KALININ, GV
ILINSKI, KN,ILINSKAIA, AV
ILINSKI, KN,MELEZHIK, VV
ILINSKI, KN,STEPANENKO, AS
KALININ, GV,KAPITONOV, VS
KALININ, GV,ILINSKAIA, AV
KALININ, GV,MELEZHIK, VV
KALININ, GV,STEPANENKO, AS
ILINSKAIA, AV,MELEZHIK, VV
ILINSKAIA, AV,STEPANENKO, AS
MELEZHIK, VV,STEPANENKO, AS
CHEN, W,NG, JY
CHEN, W,DAM, HV
CHEN, W,HIDA, K
CHEN, W,BALL, J
CHEN, W,FRANCK, JP
CHEN, W,JUNG, J
CHEN, W,SANCTUARY, BC
NG, JY,DAM, HV
HIDA, K,SANCTUARY, BC
FRANCK, JP,JUNG, J
PAGONABARRAGA, I,RUBI, JM
PAGONABARRAGA, I,BAFALUY, J
PAGONABARRAGA, I,AVALOS, JB
PAGONABARRAGA, I,ERNST, MH
PAGONABARRAGA, I,WOJTASZCZYK, P
PAGONABARRAGA, I,SENGER, B
PAGONABARRAGA, I,VOEGEL, JC
PAGONABARRAGA, I,SCHAAF, P
PAGONABARRAGA, I,NOIJE, TPCV
KOILLER, B,BRANDI, HS
KOILLER, B,AGUIAR, MAMD
KOILLER, B,BAHIANA, M
KOILLER, B,DENARDIN, JC
KOILLER, B,SOMMER, RL
MEHL, MJ,PICKETT, WE
MEHL, MJ,BOYER, LL
MEHL, MJ,STOKES, HT
PICKETT, WE,KURMAEV, EZ
PICKETT, WE,NEUMANN, M
PICKETT, WE,ETHRIDGE, EC
PICKETT, WE,ERWIN, SC
PICKETT, WE,EDERER, DL
PICKETT, WE,BOYER, LL
PICKETT, WE,STOKES, HT
PICKETT, WE,RUDD, RE
PICKETT, WE,FADLEY, CS
PICKETT, WE,WEHT, R
PICKETT, WE,RODRIGUEZ, CO
PICKETT, WE,HARTMANN, D
PICKETT, WE,MOEWES, A
PICKETT, WE,SHICK, AB
PICKETT, WE,HART, GLW
PICKETT, WE,ENDOH, R
PICKETT, WE,TANIGUCHI, K
PICKETT, WE,NAGATA, S
BOYER, LL,STOKES, HT
GYGI, F,CATELLANI, A
GYGI, F,PIZZAGALLI, L
GYGI, F,BARATOFF, A
CATELLANI, A,PIZZAGALLI, L
CATELLANI, A,BARATOFF, A
PIZZAGALLI, L,BARATOFF, A
BARATOFF, A,ABDURIXIT, A
BARATOFF, A,MEYER, E
HAKKINEN, H,LANDMAN, U
HAKKINEN, H,BARNETT, RN
LANDMAN, U,YANNOULEAS, C
LANDMAN, U,BOGACHEK, EN
LANDMAN, U,BARNETT, RN
BARNETT, RN,YANNOULEAS, C
VIEFERS, S,BHADURI, RK
VIEFERS, S,SRIVASTAVA, MK
VIEFERS, S,LEINAAS, JM
VIEFERS, S,HANSSON, TH
VIEFERS, S,REIMANN, SM
VIEFERS, S,KOSKINEN, M
VIEFERS, S,MOTTELSON, B
VIEFERS, S,CHOUDHURY, AG
TARUCHA, S,KOUWENHOVEN, LP
TARUCHA, S,OOSTERKAMP, TH
TARUCHA, S,DANOESASTRO, MWS
TARUCHA, S,ETO, M
TARUCHA, S,AUSTING, DG
TARUCHA, S,HONDA, T
TARUCHA, S,REIMANN, SM
TARUCHA, S,FUJISAWA, T
TARUCHA, S,WIEL, WGVD
TARUCHA, S,BROER, BW
TARUCHA, S,ISHIBASHI, K
TARUCHA, S,HIJMAN, RV
TARUCHA, S,JANSSEN, JW
TARUCHA, S,KOSKINEN, M
TARUCHA, S,SASAKI, S
AUSTING, DG,KOUWENHOVEN, LP
AUSTING, DG,OOSTERKAMP, TH
AUSTING, DG,DANOESASTRO, MWS
AUSTING, DG,ETO, M
AUSTING, DG,HONDA, T
AUSTING, DG,REIMANN, SM
AUSTING, DG,WIEL, WGVD
AUSTING, DG,JANSSEN, JW
AUSTING, DG,KOSKINEN, M
AUSTING, DG,SASAKI, S
REIMANN, SM,BHADURI, RK
REIMANN, SM,SRIVASTAVA, MK
REIMANN, SM,HANSSON, TH
REIMANN, SM,KRISTENSEN, A
REIMANN, SM,LINDELOF, PE
REIMANN, SM,BOGGILD, P
REIMANN, SM,JENSEN, JB
REIMANN, SM,ZAFFALON, M
REIMANN, SM,HOLLINGBERY, J
REIMANN, SM,PEDERSEN, SW
REIMANN, SM,NYGARD, J
REIMANN, SM,MICHEL, CBSM
REIMANN, SM,KOSKINEN, M
REIMANN, SM,MOTTELSON, BR
REIMANN, SM,MOTTELSON, B
REIMANN, SM,SASAKI, S
REIMANN, SM,CHOUDHURY, AG
KOSKINEN, M,MOTTELSON, BR
KOSKINEN, M,MOTTELSON, B
KOSKINEN, M,SASAKI, S
KUMMEL, S,AKOLA, J
GULSEREN, O,ERCOLESSI, F
GULSEREN, O,JAMES, R
GULSEREN, O,BULLETT, DW
GULSEREN, O,BIRD, DM
GULSEREN, O,HUMPHREYS, SE
STIXRUDE, L,STEINLENEUMANN, G
HAMMER, B,NORSKOV, JK
LOVE, MJ,JANSEN, HJF
JANSEN, HJF,FOX, S
ARNAUDON, D,CHRYSSOMALAKOS, C
ARNAUDON, D,FRAPPAT, L
ARNAUDON, D,POGHOSSIAN, R
ARNAUDON, D,SORBA, P
CHRYSSOMALAKOS, C,FRAPPAT, L
POGHOSSIAN, R,SORBA, P
BARENCO, A,BENNETT, CH
BARENCO, A,CLEVE, R
BARENCO, A,DIVINCENZO, DP
BARENCO, A,MARGOLUS, N
BARENCO, A,SHOR, P
BARENCO, A,SLEATOR, T
BARENCO, A,SMOLIN, J
BARENCO, A,WEINFURTER, H
BENNETT, CH,CLEVE, R
BENNETT, CH,DIVINCENZO, DP
BENNETT, CH,MARGOLUS, N
BENNETT, CH,SHOR, P
BENNETT, CH,SLEATOR, T
BENNETT, CH,SMOLIN, J
BENNETT, CH,WEINFURTER, H
BENNETT, CH,FUCHS, CA
BENNETT, CH,MOR, T
BENNETT, CH,RAINS, E
BENNETT, CH,SHOR, PW
BENNETT, CH,SMOLIN, JA
BENNETT, CH,WOOTTERS, WK
CLEVE, R,DIVINCENZO, DP
CLEVE, R,MARGOLUS, N
CLEVE, R,SHOR, P
CLEVE, R,SLEATOR, T
CLEVE, R,SMOLIN, J
CLEVE, R,WEINFURTER, H
DIVINCENZO, DP,MARGOLUS, N
DIVINCENZO, DP,SHOR, P
DIVINCENZO, DP,SLEATOR, T
DIVINCENZO, DP,SMOLIN, J
DIVINCENZO, DP,WEINFURTER, H
DIVINCENZO, DP,SUKHORUKOV, EV
DIVINCENZO, DP,FUCHS, CA
DIVINCENZO, DP,MOR, T
DIVINCENZO, DP,RAINS, E
DIVINCENZO, DP,SHOR, PW
DIVINCENZO, DP,SMOLIN, JA
DIVINCENZO, DP,WOOTTERS, WK
DIVINCENZO, DP,TERHAL, BM
DIVINCENZO, DP,AWSCHALOM, DD
DIVINCENZO, DP,IMAMOGLU, A
DIVINCENZO, DP,SHERWIN, M
DIVINCENZO, DP,SMALL, A
MARGOLUS, N,SHOR, P
MARGOLUS, N,SLEATOR, T
MARGOLUS, N,SMOLIN, J
MARGOLUS, N,WEINFURTER, H
SHOR, P,SLEATOR, T
SHOR, P,SMOLIN, J
SHOR, P,WEINFURTER, H
SLEATOR, T,SMOLIN, J
SLEATOR, T,WEINFURTER, H
SMOLIN, J,WEINFURTER, H
FUCHS, CA,MOR, T
FUCHS, CA,RAINS, E
FUCHS, CA,SHOR, PW
FUCHS, CA,SMOLIN, JA
FUCHS, CA,WOOTTERS, WK
MOR, T,RAINS, E
MOR, T,SHOR, PW
MOR, T,SMOLIN, JA
MOR, T,WOOTTERS, WK
RAINS, E,SHOR, PW
RAINS, E,SMOLIN, JA
RAINS, E,WOOTTERS, WK
SHOR, PW,SMOLIN, JA
SHOR, PW,WOOTTERS, WK
SMOLIN, JA,WOOTTERS, WK
SUKHORUKOV, EV,MINKOV, GM
SUKHORUKOV, EV,GERMANENKO, AV
SUKHORUKOV, EV,RUT, OE
SUKHORUKOV, EV,KHAETSKII, AV
SUKHORUKOV, EV,NEGACHEV, SA
SUKHORUKOV, EV,RECHER, P
AWSCHALOM, DD,CHIOLERO, A
AWSCHALOM, DD,GRIMALDI, JE
AWSCHALOM, DD,IMAMOGLU, A
AWSCHALOM, DD,SHERWIN, M
AWSCHALOM, DD,SMALL, A
AWSCHALOM, DD,CROOKER, SA
AWSCHALOM, DD,SAMARTH, N
AWSCHALOM, DD,JOHNSTONHALPERIN, E
AWSCHALOM, DD,KNOBEL, R
IMAMOGLU, A,SHERWIN, M
IMAMOGLU, A,SMALL, A
SHERWIN, M,SMALL, A
ANKERHOLD, J,MAK, CH
ANKERHOLD, J,STOCKBURGER, J
MAK, CH,STOCKBURGER, JT
MAK, CH,STOCKBURGER, J
MAK, CH,WEBERGOTTSCHICK, H
MAK, CH,CHU, JC
MAK, CH,MUEHLBACHER, L
GOEPPERT, G,BECK, C
PAUL, B,SCHULZ, M
PAUL, B,FRISCH, HL
KASSUBEK, F,BUERKI, J
LEGRAND, L,ROSENMAN, I
LEGRAND, L,MINTS, RG
LEGRAND, L,COLLIN, G
ROSENMAN, I,MINTS, RG
ROSENMAN, I,COLLIN, G
MINTS, RG,COLLIN, G
MINTS, RG,SNAPIRO, IB
MINTS, RG,KOGAN, VG
MINTS, RG,CLEM, JR
COLLIN, G,FONG, HF
COLLIN, G,AKSAY, IA
COLLIN, G,BOSSY, J
COLLIN, G,SIDIS, Y
COLLIN, G,DOOGLAV, AV
COLLIN, G,EGOROV, AV
COLLIN, G,JULIEN, MH
COLLIN, G,BAKHAREV, ON
COLLIN, G,MENDELS, P
COLLIN, G,BOBROFF, J
COLLIN, G,MARUCCO, JF
COLLIN, G,BLANCHARD, N
COLLIN, G,GRENIER, B
COLLIN, G,MUKHAMEDSHIN, IR
COLLIN, G,SAVINKOV, AV
COLLIN, G,PICARD, PG
COLLIN, G,SEGRANSAN, P
COLLIN, G,GAUTIERPICARD, P
COLLIN, G,MILLIUS, DL
COLLIN, G,MEKATA, M
COLLIN, G,LIMOT, L
KOGAN, VG,CLEM, JR
KOGAN, VG,KNIGAVKO, A
KOGAN, VG,YANG, TJ
FONG, HF,MILIUS, DL
FONG, HF,AKSAY, IA
FONG, HF,BOSSY, J
FONG, HF,VETTIER, C
FONG, HF,SIDIS, Y
FONG, HF,IVANOV, AS
FONG, HF,GU, GD
FONG, HF,KOSHIZUKA, N
FONG, HF,GAUTIERPICARD, P
FONG, HF,MILLIUS, DL
AKSAY, IA,MILIUS, DL
AKSAY, IA,BOSSY, J
AKSAY, IA,VETTIER, C
AKSAY, IA,SIDIS, Y
AKSAY, IA,IVANOV, AS
AKSAY, IA,GAUTIERPICARD, P
AKSAY, IA,MILLIUS, DL
BOSSY, J,MILIUS, DL
BOSSY, J,VETTIER, C
BOSSY, J,SIDIS, Y
BOSSY, J,BURLET, P
BOSSY, J,HENRY, JY
BOSSY, J,COUACH, M
BOSSY, J,IVANOV, AS
BOSSY, J,GAUTIERPICARD, P
BOSSY, J,MILLIUS, DL
SIDIS, Y,MILIUS, DL
SIDIS, Y,VETTIER, C
SIDIS, Y,BURLET, P
SIDIS, Y,HENRY, JY
SIDIS, Y,COUACH, M
SIDIS, Y,IVANOV, AS
SIDIS, Y,BRADEN, M
SIDIS, Y,GU, GD
SIDIS, Y,KOSHIZUKA, N
SIDIS, Y,LIN, CT
SIDIS, Y,NISHIZAKI, BHS
SIDIS, Y,GAUTIERPICARD, P
SIDIS, Y,MILLIUS, DL
SIDIS, Y,HE, H
SIDIS, Y,LIANG, B
SIDIS, Y,SCHOENHERR, E
DOOGLAV, AV,TEPLOV, MA
DOOGLAV, AV,SAKHRATOV, YA
DOOGLAV, AV,EGOROV, AV
DOOGLAV, AV,KRJUKOV, EV
DOOGLAV, AV,ZAITSEV, OP
DOOGLAV, AV,BAKHAREV, ON
DOOGLAV, AV,MENDELS, P
DOOGLAV, AV,BOBROFF, J
DOOGLAV, AV,BLANCHARD, N
DOOGLAV, AV,MUKHAMEDSHIN, IR
DOOGLAV, AV,SAVINKOV, AV
DOOGLAV, AV,PICARD, PG
EGOROV, AV,TEPLOV, MA
EGOROV, AV,SAKHRATOV, YA
EGOROV, AV,KRJUKOV, EV
EGOROV, AV,ZAITSEV, OP
EGOROV, AV,BAKHAREV, ON
EGOROV, AV,MENDELS, P
EGOROV, AV,BOBROFF, J
EGOROV, AV,BLANCHARD, N
EGOROV, AV,MUKHAMEDSHIN, IR
EGOROV, AV,SAVINKOV, AV
EGOROV, AV,PICARD, PG
JULIEN, MH,FAGOTREVURAT, Y
JULIEN, MH,HANSON, ME
JULIEN, MH,BAKHAREV, ON
JULIEN, MH,BORSA, F
JULIEN, MH,CARRETTA, P
JULIEN, MH,LIN, CT
JULIEN, MH,MARUCCO, JF
JULIEN, MH,JANG, ZH
JULIEN, MH,LASCIALFARI, A
JULIEN, MH,SEGRANSAN, P
BAKHAREV, ON,TEPLOV, MA
BAKHAREV, ON,SAKHRATOV, YA
BAKHAREV, ON,KRJUKOV, EV
BAKHAREV, ON,MENDELS, P
BAKHAREV, ON,MARUCCO, JF
BAKHAREV, ON,SEGRANSAN, P
MENDELS, P,TEPLOV, MA
MENDELS, P,SAKHRATOV, YA
MENDELS, P,KRJUKOV, EV
MENDELS, P,KRATZER, A
MENDELS, P,YOSHINARI, Y
MENDELS, P,SCUILLER, A
MENDELS, P,VERDAGUER, M
MENDELS, P,SLAMAN, Z
MENDELS, P,BAINES, C
MENDELS, P,BOBROFF, J
MENDELS, P,MARUCCO, JF
MENDELS, P,BLANCHARD, N
MENDELS, P,GRENIER, B
MENDELS, P,MAHAJAN, A
MENDELS, P,MUKHAMEDSHIN, IR
MENDELS, P,SAVINKOV, AV
MENDELS, P,PICARD, PG
MENDELS, P,ASANO, T
MENDELS, P,LUKE, G
MENDELS, P,MEKATA, M
MENDELS, P,LIMOT, L
BOBROFF, J,YOSHINARI, Y
BOBROFF, J,MARUCCO, JF
BOBROFF, J,BLANCHARD, N
BOBROFF, J,GRENIER, B
BOBROFF, J,MAHAJAN, A
BOBROFF, J,MUKHAMEDSHIN, IR
BOBROFF, J,SAVINKOV, AV
BOBROFF, J,PICARD, PG
MARUCCO, JF,TYLER, AW
MARUCCO, JF,LEJAY, P
MARUCCO, JF,BLANCHARD, N
MARUCCO, JF,GRENIER, B
MARUCCO, JF,RULLIERALBENQUE, F
MARUCCO, JF,VIEILLEFOND, PA
MARUCCO, JF,SEGRANSAN, P
BLANCHARD, N,GRENIER, B
BLANCHARD, N,MUKHAMEDSHIN, IR
BLANCHARD, N,SAVINKOV, AV
BLANCHARD, N,PICARD, PG
MUKHAMEDSHIN, IR,SAVINKOV, AV
MUKHAMEDSHIN, IR,PICARD, PG
SAVINKOV, AV,PICARD, PG
GAUTIERPICARD, P,MILLIUS, DL
MEKATA, M,ASANO, T
MEKATA, M,LUKE, G
MEKATA, M,LIMOT, L
BOVIER, A,GAYRARD, V
BOVIER, A,KULSKE, C
BOVIER, A,GHEZ, JM
BOVIER, A,PICCO, P
BOVIER, A,ZAHRADNIK, M
BOVIER, A,ENTER, ACDV
BOVIER, A,NIEDERHAUSER, B
BOVIER, A,ECKHOFF, M
BOVIER, A,KLEIN, M
GAYRARD, V,PICCO, P
GAYRARD, V,ECKHOFF, M
GAYRARD, V,KLEIN, M
ZAHRADNIK, M,MIEKISZ, J
ZAHRADNIK, M,ENTER, AV
ENTER, ACDV,NIEDERHAUSER, B
ECKHOFF, M,KLEIN, M
COHEN, D,KOTTOS, T
COHEN, D,PRIMACK, H
COHEN, D,SMILANSKY, U
COHEN, D,NESHER, O
COHEN, D,MINTS, R
COHEN, D,SNAPIRO, I
COHEN, D,HELLER, EJ
COHEN, D,BARNETT, A
AEPPLI, G,HONIG, JM
AEPPLI, G,METCALF, P
AEPPLI, G,KIMURA, T
AEPPLI, G,HAYDEN, SM
AEPPLI, G,PERRING, TG
AEPPLI, G,MOOK, HA
AEPPLI, G,DOGAN, F
AEPPLI, G,FAWCETT, E
AEPPLI, G,BAO, W
AEPPLI, G,BROHOLM, C
AEPPLI, G,SCHROEDER, A
AEPPLI, G,BUCHER, E
AEPPLI, G,CLAUSEN, KN
AEPPLI, G,DITUSA, JF
AEPPLI, G,FRIEMELT, K
AEPPLI, G,RAMIREZ, AP
AEPPLI, G,DENDER, DC
AEPPLI, G,HAMMAR, PR
AEPPLI, G,REICH, DH
AEPPLI, G,TENNANT, DA
AEPPLI, G,MCMORROW, DF
AEPPLI, G,MOOK, AHA
AEPPLI, G,CHEONG, SW
AEPPLI, G,RAMAZASHVILI, R
AEPPLI, G,HUNT, RD
AEPPLI, G,KULDA, J
AEPPLI, G,CARTER, SA
AEPPLI, G,ROSENBAUM, TF
AEPPLI, G,TREVINO, SF
AEPPLI, G,TAKAGI, H
AEPPLI, G,ADAMS, MA
AEPPLI, G,NOHARA, M
AEPPLI, G,ISSHIKI, M
AEPPLI, G,LAKE, B
AEPPLI, G,LEFMANN, K
AEPPLI, G,DOUBBLE, R
BUCHER, E,BROHOLM, C
BUCHER, E,SCHROEDER, A
BUCHER, E,CLAUSEN, KN
BUCHER, E,DITUSA, JF
BUCHER, E,FRIEMELT, K
BUCHER, E,RAMIREZ, AP
BUCHER, E,COLLINS, MF
BUCHER, E,HELLER, L
BUCHER, E,LACEVIC, N
BUCHER, E,RAMAZASHVILI, R
STOKBRO, K,VALENTE, R
STOKBRO, K,NAKAYAMA, T
STOKBRO, K,HANSEN, LB
STOKBRO, K,LUNDQVIST, BI
STOKBRO, K,QUAADE, U
STOKBRO, K,GREY, F
STOKBRO, K,THIRSTRUP, C
STOKBRO, K,SAKURAI, M
STOKBRO, K,PEREZMURANO, F
WANG, XR,MA, SC
WANG, XR,WONG, CY
THIRSTRUP, C,NAKAYAMA, T
THIRSTRUP, C,QUAADE, U
THIRSTRUP, C,GREY, F
THIRSTRUP, C,SAKURAI, M
THIRSTRUP, C,PEREZMURANO, F
SHI, J,LIANG, R
SHI, J,LING, XS
SHI, J,SANDERS, BC
SHI, J,PAN, S
CHEN, Y,SCHUELKE, L
CHEN, Y,NELSON, P
CHEN, Y,LI, Z
CHEN, Y,MANNING, SM
CHEN, Y,RAMIREZ, R
CHEN, Y,STEINER, M
CHEN, Y,ZHELUDEV, A
CHEN, Y,LI, ZB
CHEN, Y,KATSUMATA, K
CHEN, Y,MARCULESCU, S
CHEN, Y,ARANDAESPINOZA, H
CHEN, Y,DAN, N
CHEN, Y,LUBENSKY, T
CHEN, Y,RAMOS, L
CHEN, Y,WEITZ, D
CHEN, Y,GUO, SH
CHEN, Y,GUO, S
CHEN, Y,YE, A
CHEN, Y,BROHOLM, CL
CHEN, Y,HONDA, Z
CHEN, Y,TARDIO, M
CHEN, Y,GONZALEZ, R
CHEN, Y,KOKTA, MR
CAPONE, M,GRILLI, M
CAPONE, M,FEINBERG, D
CAPONE, M,GRIMALDI, C
CAPONE, M,COSENTINI, AC
CAPONE, M,GIANNOZZI, P
STEINER, M,BAEHR, M
STEINER, M,WINKELMANN, M
STEINER, M,VORDERWISCH, P
ALTARELLI, M,MANINI, N
ALTARELLI, M,VEENENDAAL, MV
ALTARELLI, M,CASTLETON, CWM
ALTARELLI, M,BENFATTO, M
FALO, F,FLORIA, LM
FALO, F,TRIAS, E
FALO, F,MARTINEZ, PJ
FALO, F,CILLA, S
FLORIA, LM,MARTINEZ, PJ
TRIAS, E,BARAHONA, M
TRIAS, E,DUWEL, AE
TRIAS, E,ZANT, HSJVD
TRIAS, E,STROGATZ, SH
MARTINEZ, PJ,CILLA, S
MOOJI, JE,LEVITOV, L
KOLLAR, M,STRACK, R
KOLLAR, M,WAHLE, J
KOLLAR, M,CHANDRA, N
GALAKHOV, VR,KURMAEV, EZ
GALAKHOV, VR,CHERKASHENKO, VM
GALAKHOV, VR,YARMOSHENKO, YM
GALAKHOV, VR,SHAMIN, SN
GALAKHOV, VR,POSTNIKOV, AV
GALAKHOV, VR,UHLENBROCK, S
GALAKHOV, VR,NEUMANN, M
GALAKHOV, VR,BARTKOWSKI, S
GALAKHOV, VR,MERSCH, F
GALAKHOV, VR,NEMNONOV, SN
GALAKHOV, VR,LEONYUK, LI
GALAKHOV, VR,FINKELSTEIN, LD
GALAKHOV, VR,SAMOKHVALOV, AA
KURMAEV, EZ,CHERKASHENKO, VM
KURMAEV, EZ,YARMOSHENKO, YM
KURMAEV, EZ,SHAMIN, SN
KURMAEV, EZ,POSTNIKOV, AV
KURMAEV, EZ,UHLENBROCK, S
KURMAEV, EZ,NEUMANN, M
KURMAEV, EZ,BARTKOWSKI, S
KURMAEV, EZ,MERSCH, F
KURMAEV, EZ,NEMNONOV, SN
KURMAEV, EZ,EDERER, DL
KURMAEV, EZ,DUDA, LC
KURMAEV, EZ,GUO, JH
KURMAEV, EZ,NORDGREN, J
KURMAEV, EZ,PERELYAEV, VA
KURMAEV, EZ,REICHELT, W
KURMAEV, EZ,LEONYUK, LI
KURMAEV, EZ,SCHNEIDER, B
KURMAEV, EZ,HARTMANN, D
KURMAEV, EZ,HESSE, H
KURMAEV, EZ,MOEWES, A
KURMAEV, EZ,MATTEUCCI, M
KURMAEV, EZ,FINKELSTEIN, LD
KURMAEV, EZ,SAMOKHVALOV, AA
KURMAEV, EZ,HART, GLW
KURMAEV, EZ,ENDOH, R
KURMAEV, EZ,TANIGUCHI, K
KURMAEV, EZ,NAGATA, S
